event_family,official_event_timestamp_utc,official_release_date,official_source_agency,original_unmatched_reason,classification,detail,cached_file,cached_file_exists,cached_total_rows,cached_us_rows,expected_pinned_report_ids,same_day_us_report_ids,same_day_us_event_names,pinned_report_rows,accepted_candidate_rows,rejected_pinned_rows,pinned_row_detail
PPI,2011-04-14T07:30:00-05:00,2011-04-14,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-04-14.json,1,0,0,703,,,0,0,0,
CPI,2011-04-15T07:30:00-05:00,2011-04-15,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-04-15.json,1,0,0,699,,,0,0,0,
DURABLE_GOODS,2011-04-27T07:30:00-05:00,2011-04-27,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-04-27.json,1,0,0,59,,,0,0,0,
FOMC,2011-04-27T11:30:00-05:00,2011-04-27,FEDERAL_RESERVE,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-04-27.json,1,0,0,82,,,0,0,0,
GDP,2011-04-28T07:30:00-05:00,2011-04-28,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-04-28.json,1,0,0,690,,,0,0,0,
PCE,2011-04-29T07:30:00-05:00,2011-04-29,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-04-29.json,1,0,0,694,,,0,0,0,
EMPLOYMENT,2011-05-06T07:30:00-05:00,2011-05-06,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-06.json,1,0,0,707,,,0,0,0,
JOLTS,2011-05-11T09:00:00-05:00,2011-05-11,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-11.json,1,0,0,1371,,,0,0,0,
PPI,2011-05-12T07:30:00-05:00,2011-05-12,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-12.json,1,0,0,703,,,0,0,0,
RETAIL_SALES,2011-05-12T07:30:00-05:00,2011-05-12,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-12.json,1,0,0,696,,,0,0,0,
CPI,2011-05-13T07:30:00-05:00,2011-05-13,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-13.json,1,0,0,699,,,0,0,0,
DURABLE_GOODS,2011-05-25T07:30:00-05:00,2011-05-25,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-25.json,1,0,0,59,,,0,0,0,
GDP,2011-05-26T07:30:00-05:00,2011-05-26,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-26.json,1,0,0,690,,,0,0,0,
PCE,2011-05-27T07:30:00-05:00,2011-05-27,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-05-27.json,1,0,0,694,,,0,0,0,
EMPLOYMENT,2011-06-03T07:30:00-05:00,2011-06-03,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-03.json,1,0,0,707,,,0,0,0,
JOLTS,2011-06-07T09:00:00-05:00,2011-06-07,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-07.json,1,0,0,1371,,,0,0,0,
PPI,2011-06-14T07:30:00-05:00,2011-06-14,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-14.json,1,0,0,703,,,0,0,0,
RETAIL_SALES,2011-06-14T07:30:00-05:00,2011-06-14,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-14.json,1,0,0,696,,,0,0,0,
CPI,2011-06-15T07:30:00-05:00,2011-06-15,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-15.json,1,0,0,699,,,0,0,0,
FOMC,2011-06-22T11:30:00-05:00,2011-06-22,FEDERAL_RESERVE,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-22.json,1,0,0,82,,,0,0,0,
DURABLE_GOODS,2011-06-24T07:30:00-05:00,2011-06-24,CENSUS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-24.json,1,0,0,59,,,0,0,0,
GDP,2011-06-24T07:30:00-05:00,2011-06-24,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-24.json,1,0,0,690,,,0,0,0,
PCE,2011-06-27T07:30:00-05:00,2011-06-27,BEA,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-06-27.json,1,0,0,694,,,0,0,0,
EMPLOYMENT,2011-07-08T07:30:00-05:00,2011-07-08,BLS,no_pinned_oanda_candidate,cached_file_no_us_events,Cached file contains 0 total rows but no US rows.,EconomicCalendar/raw/oanda/daily/2011-07-08.json,1,0,0,707,,,0,0,0,
JOLTS,2011-07-12T09:00:00-05:00,2011-07-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [81, 683, 684, 685, 803]",EconomicCalendar/raw/oanda/daily/2011-07-12.json,1,22,5,1371,81|683|684|685|803,Crude Oil Stocks (API) - Weekly Change | Exports | FOMC Minutes | Imports | Trade Balance,0,0,0,
JOLTS,2011-08-10T09:00:00-05:00,2011-08-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 78, 711, 712, 713]",EconomicCalendar/raw/oanda/daily/2011-08-10.json,1,15,5,1371,40|78|711|712|713,Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | Federal Budget Balance | Gasoline Stocks - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2011-09-07T09:00:00-05:00,2011-09-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [37, 803]",EconomicCalendar/raw/oanda/daily/2011-09-07.json,1,24,2,1371,37|803,Beige Book | Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2011-10-12T09:00:00-05:00,2011-10-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [81, 803]",EconomicCalendar/raw/oanda/daily/2011-10-12.json,1,12,2,1371,81|803,Crude Oil Stocks (API) - Weekly Change | FOMC Minutes,0,0,0,
JOLTS,2011-11-08T09:00:00-06:00,2011-11-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2011-11-08.json,1,16,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2011-12-13T09:00:00-06:00,2011-12-13,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [79, 82, 696, 697, 803]",EconomicCalendar/raw/oanda/daily/2011-12-13.json,1,20,5,1371,79|82|696|697|803,Business Inventories | Crude Oil Stocks (API) - Weekly Change | FOMC Interest Rate Decision | Retail Sales | Retail Sales Ex Autos,0,0,0,
JOLTS,2012-01-10T09:00:00-06:00,2012-01-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2012-01-10.json,1,10,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2012-02-07T09:00:00-06:00,2012-02-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 241, 803]",EconomicCalendar/raw/oanda/daily/2012-02-07.json,1,12,3,1371,76|241|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | Federal Reserve Chairman Ben Bernanke Speaks,0,0,0,
JOLTS,2012-03-13T09:00:00-05:00,2012-03-13,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [79, 82, 696, 697, 803]",EconomicCalendar/raw/oanda/daily/2012-03-13.json,1,24,5,1371,79|82|696|697|803,Business Inventories | Crude Oil Stocks (API) - Weekly Change | FOMC Interest Rate Decision | Retail Sales | Retail Sales Ex Autos,0,0,0,
JOLTS,2012-04-10T09:00:00-05:00,2012-04-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 241, 803]",EconomicCalendar/raw/oanda/daily/2012-04-10.json,1,17,3,1371,78|241|803,Crude Oil Stocks (API) - Weekly Change | Federal Reserve Chairman Ben Bernanke Speaks | Wholesale Inventories,0,0,0,
JOLTS,2012-05-08T09:00:00-05:00,2012-05-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2012-05-08.json,1,9,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2012-06-19T09:00:00-05:00,2012-06-19,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [54, 55, 803]",EconomicCalendar/raw/oanda/daily/2012-06-19.json,1,16,3,1371,54|55|803,Building Permits | Crude Oil Stocks (API) - Weekly Change | Housing Starts,0,0,0,
JOLTS,2012-07-10T09:00:00-05:00,2012-07-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2012-07-10.json,1,16,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2012-08-07T09:00:00-05:00,2012-08-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 241, 803]",EconomicCalendar/raw/oanda/daily/2012-08-07.json,1,22,3,1371,76|241|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | Federal Reserve Chairman Ben Bernanke Speaks,0,0,0,
JOLTS,2012-09-11T09:00:00-05:00,2012-09-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [683, 684, 685, 803]",EconomicCalendar/raw/oanda/daily/2012-09-11.json,1,14,4,1371,683|684|685|803,Crude Oil Stocks (API) - Weekly Change | Exports | Imports | Trade Balance,0,0,0,
JOLTS,2012-10-10T09:00:00-05:00,2012-10-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [37, 78, 803]",EconomicCalendar/raw/oanda/daily/2012-10-10.json,1,8,3,1371,37|78|803,Beige Book | Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2012-11-06T09:00:00-06:00,2012-11-06,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2012-11-06.json,1,20,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2012-12-11T09:00:00-06:00,2012-12-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 683, 684, 685, 803]",EconomicCalendar/raw/oanda/daily/2012-12-11.json,1,11,5,1371,78|683|684|685|803,Crude Oil Stocks (API) - Weekly Change | Exports | Imports | Trade Balance | Wholesale Inventories,0,0,0,
JOLTS,2013-01-10T09:00:00-06:00,2013-01-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [50, 78]",EconomicCalendar/raw/oanda/daily/2013-01-10.json,1,18,2,1371,50|78,Weekly Jobless Claims | Wholesale Inventories,0,0,0,
JOLTS,2013-02-12T09:00:00-06:00,2013-02-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"6 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 803, 902, 910, 912, 917]",EconomicCalendar/raw/oanda/daily/2013-02-12.json,1,20,6,1371,40|803|902|910|912|917,Crude Oil Stocks (API) - Weekly Change | FOMC Member George Speaks | FOMC Member Lacker Speaks | FOMC Member Plosser Speaks | FOMC Member Yellen Speaks | Federal Budget Balance,0,0,0,
JOLTS,2013-03-12T09:00:00-05:00,2013-03-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2013-03-12.json,1,14,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2013-04-09T09:00:00-05:00,2013-04-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 241, 803, 911, 912]",EconomicCalendar/raw/oanda/daily/2013-04-09.json,1,29,5,1371,78|241|803|911|912,Crude Oil Stocks (API) - Weekly Change | FOMC Member Lacker Speaks | FOMC Member Pianalto Speaks | Federal Reserve Chairman Ben Bernanke Speaks | Wholesale Inventories,0,0,0,
JOLTS,2013-05-07T09:00:00-05:00,2013-05-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803]",EconomicCalendar/raw/oanda/daily/2013-05-07.json,1,18,2,1371,76|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2013-06-11T09:00:00-05:00,2013-06-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2013-06-11.json,1,15,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2013-07-09T09:00:00-05:00,2013-07-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2013-07-09.json,1,18,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2013-08-06T09:00:00-05:00,2013-08-06,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"4 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [683, 684, 685, 803]",EconomicCalendar/raw/oanda/daily/2013-08-06.json,1,23,4,1371,683|684|685|803,Crude Oil Stocks (API) - Weekly Change | Exports | Imports | Trade Balance,0,0,0,
JOLTS,2013-09-10T09:00:00-05:00,2013-09-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2013-09-10.json,1,15,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2013-10-24T09:00:00-05:00,2013-10-24,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [50, 555, 683, 684, 685]",EconomicCalendar/raw/oanda/daily/2013-10-24.json,1,19,5,1371,50|555|683|684|685,Exports | Imports | Manufacturing PMI - pre.. | Trade Balance | Weekly Jobless Claims,0,0,0,
JOLTS,2013-11-22T09:00:00-06:00,2013-11-22,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [904, 917]",EconomicCalendar/raw/oanda/daily/2013-11-22.json,1,18,2,1371,904|917,FOMC Member George Speaks | FOMC Member Tarullo Speaks,0,0,0,
JOLTS,2013-12-10T09:00:00-06:00,2013-12-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 918]",EconomicCalendar/raw/oanda/daily/2013-12-10.json,1,23,3,1371,78|803|918,Crude Oil Stocks (API) - Weekly Change | FOMC Member Fisher Speaks | Wholesale Inventories,0,0,0,
JOLTS,2014-01-17T09:00:00-06:00,2014-01-17,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"6 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 54, 55, 68, 912]",EconomicCalendar/raw/oanda/daily/2014-01-17.json,1,14,6,1371,45|46|54|55|68|912,Building Permits | Capacity Utilization | FOMC Member Lacker Speaks | Housing Starts | Industrial Production | University of Michigan Consumer Sentiment - pre..,0,0,0,
JOLTS,2014-02-11T09:00:00-06:00,2014-02-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 881, 910, 912]",EconomicCalendar/raw/oanda/daily/2014-02-11.json,1,7,5,1371,78|803|881|910|912,Crude Oil Stocks (API) - Weekly Change | FOMC Member Lacker Speaks | FOMC Member Plosser Speaks | Fed Chair Testifies | Wholesale Inventories,0,0,0,
JOLTS,2014-03-11T09:00:00-05:00,2014-03-11,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2014-03-11.json,1,21,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2014-04-08T09:00:00-05:00,2014-04-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 910, 916]",EconomicCalendar/raw/oanda/daily/2014-04-08.json,1,24,3,1371,803|910|916,Crude Oil Stocks (API) - Weekly Change | FOMC Member Kocherlakota Speaks | FOMC Member Plosser Speaks,0,0,0,
JOLTS,2014-05-09T09:00:00-05:00,2014-05-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 918]",EconomicCalendar/raw/oanda/daily/2014-05-09.json,1,17,2,1371,78|918,FOMC Member Fisher Speaks | Wholesale Inventories,0,0,0,
JOLTS,2014-06-10T09:00:00-05:00,2014-06-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 904, 908, 915]",EconomicCalendar/raw/oanda/daily/2014-06-10.json,1,26,5,1371,78|803|904|908|915,Crude Oil Stocks (API) - Weekly Change | FOMC Member Bullard Speaks | FOMC Member Rosengren Speaks | FOMC Member Tarullo Speaks | Wholesale Inventories,0,0,0,
JOLTS,2014-07-08T09:00:00-05:00,2014-07-08,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803]",EconomicCalendar/raw/oanda/daily/2014-07-08.json,1,20,2,1371,76|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2014-08-12T09:00:00-05:00,2014-08-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 803]",EconomicCalendar/raw/oanda/daily/2014-08-12.json,1,9,2,1371,40|803,Crude Oil Stocks (API) - Weekly Change | Federal Budget Balance,0,0,0,
JOLTS,2014-09-09T09:00:00-05:00,2014-09-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803, 904]",EconomicCalendar/raw/oanda/daily/2014-09-09.json,1,13,2,1371,803|904,Crude Oil Stocks (API) - Weekly Change | FOMC Member Tarullo Speaks,0,0,0,
JOLTS,2014-10-07T09:00:00-05:00,2014-10-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803, 909, 916, 917]",EconomicCalendar/raw/oanda/daily/2014-10-07.json,1,23,5,1371,76|803|909|916|917,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | FOMC Member Dudley Speaks | FOMC Member George Speaks | FOMC Member Kocherlakota Speaks,0,0,0,
JOLTS,2014-11-13T09:00:00-06:00,2014-11-13,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"7 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 50, 711, 712, 713, 910, 941]",EconomicCalendar/raw/oanda/daily/2014-11-13.json,1,29,7,1371,40|50|711|712|713|910|941,Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | FOMC Member Plosser Speaks | Federal Budget Balance | Federal Reserve Chairwoman Janet L. Yellen Speaks | Gasoline Stocks - Weekly Change | Weekly Jobless Claims,0,0,0,
JOLTS,2014-12-09T09:00:00-06:00,2014-12-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803]",EconomicCalendar/raw/oanda/daily/2014-12-09.json,1,18,2,1371,78|803,Crude Oil Stocks (API) - Weekly Change | Wholesale Inventories,0,0,0,
JOLTS,2015-01-13T09:00:00-06:00,2015-01-13,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 803, 916]",EconomicCalendar/raw/oanda/daily/2015-01-13.json,1,20,3,1371,40|803|916,Crude Oil Stocks (API) - Weekly Change | FOMC Member Kocherlakota Speaks | Federal Budget Balance,0,0,0,
JOLTS,2015-02-10T09:00:00-06:00,2015-02-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 912]",EconomicCalendar/raw/oanda/daily/2015-02-10.json,1,18,3,1371,78|803|912,Crude Oil Stocks (API) - Weekly Change | FOMC Member Lacker Speaks | Wholesale Inventories,0,0,0,
JOLTS,2015-03-10T09:00:00-05:00,2015-03-10,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 918]",EconomicCalendar/raw/oanda/daily/2015-03-10.json,1,14,3,1371,78|803|918,Crude Oil Stocks (API) - Weekly Change | FOMC Member Fisher Speaks | Wholesale Inventories,0,0,0,
JOLTS,2015-04-07T09:00:00-05:00,2015-04-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 803, 916]",EconomicCalendar/raw/oanda/daily/2015-04-07.json,1,15,3,1371,76|803|916,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | FOMC Member Kocherlakota Speaks,0,0,0,
JOLTS,2015-05-12T09:00:00-05:00,2015-05-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"2 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 803]",EconomicCalendar/raw/oanda/daily/2015-05-12.json,1,17,2,1371,40|803,Crude Oil Stocks (API) - Weekly Change | Federal Budget Balance,0,0,0,
JOLTS,2015-06-09T09:00:00-05:00,2015-06-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"3 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [78, 803, 909]",EconomicCalendar/raw/oanda/daily/2015-06-09.json,1,17,3,1371,78|803|909,Crude Oil Stocks (API) - Weekly Change | FOMC Member Dudley Speaks | Wholesale Inventories,0,0,0,
JOLTS,2015-07-07T09:00:00-05:00,2015-07-07,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [76, 683, 684, 685, 803]",EconomicCalendar/raw/oanda/daily/2015-07-07.json,1,25,5,1371,76|683|684|685|803,Consumer Credit | Crude Oil Stocks (API) - Weekly Change | Exports | Imports | Trade Balance,0,0,0,
JOLTS,2015-08-12T09:00:00-05:00,2015-08-12,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [40, 711, 712, 713, 909]",EconomicCalendar/raw/oanda/daily/2015-08-12.json,1,21,5,1371,40|711|712|713|909,Crude Oil Stocks - Weekly Change | Distillate Stocks - Weekly Change | FOMC Member Dudley Speaks | Federal Budget Balance | Gasoline Stocks - Weekly Change,0,0,0,
JOLTS,2015-09-09T09:00:00-05:00,2015-09-09,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"1 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [803]",EconomicCalendar/raw/oanda/daily/2015-09-09.json,1,19,1,1371,803,Crude Oil Stocks (API) - Weekly Change,0,0,0,
JOLTS,2015-10-16T09:00:00-05:00,2015-10-16,BLS,no_pinned_oanda_candidate,same_day_us_but_no_pinned_report,"5 US rows exist, but none use the family pinned report ID(s) [1371]. Observed US report IDs: [45, 46, 68, 716, 717]",EconomicCalendar/raw/oanda/daily/2015-10-16.json,1,24,5,1371,45|46|68|716|717,Capacity Utilization | Industrial Production | Monthly Net TIC Flows | Net Long-Term TIC Flows | University of Michigan Consumer Sentiment - pre..,0,0,0,
